temperature,humidity,wind_speed,wind_direction,cloud_cover,pressure,visibility,precipitation,uv_index,dew_point,weather
26.2,98.3,46.6,171.7,89.4,990.1,2.1,21.7,0.9,24.0,Thunderstorm
29.8,43.3,10.7,38.8,25.8,1014.2,13.0,0.0,5.7,13.6,Partly Cloudy
26.1,60.0,11.2,141.8,29.7,1018.4,14.0,2.3,4.7,19.3,Partly Cloudy
27.2,43.9,19.5,61.9,42.6,1021.0,11.1,2.3,3.9,17.7,Partly Cloudy
32.2,43.6,14.6,108.1,10.6,1024.7,12.2,0.0,5.4,13.2,Partly Cloudy
29.3,47.9,11.1,281.1,42.7,1015.1,12.7,0.0,6.1,18.5,Partly Cloudy
21.0,93.9,61.3,313.8,94.6,994.5,5.2,18.8,1.7,19.7,Thunderstorm
37.0,37.5,13.8,178.2,0.0,1009.9,22.3,0.0,8.4,9.6,Sunny
11.7,77.2,24.2,44.0,62.5,1008.7,8.9,1.6,1.4,8.7,Cloudy
28.1,53.2,11.6,338.6,44.8,1013.6,14.2,1.3,4.0,16.1,Partly Cloudy
19.2,52.6,15.6,273.2,75.4,1004.6,7.5,1.2,4.2,19.3,Cloudy
15.0,56.7,17.1,258.6,82.4,1000.9,10.4,3.9,4.3,10.4,Cloudy
25.8,50.3,15.4,55.3,36.3,1013.1,9.7,2.0,3.8,11.0,Partly Cloudy
12.8,100.0,4.0,230.3,67.5,1007.2,2.2,0.8,2.3,4.4,Foggy
19.9,80.3,5.6,319.9,65.1,1007.6,13.0,1.9,2.8,10.2,Cloudy
13.0,77.5,33.0,284.2,91.9,1012.0,9.2,13.9,-0.0,12.3,Rainy
26.6,82.8,69.0,220.6,95.7,1013.8,8.4,12.4,3.1,21.2,Thunderstorm
9.6,70.3,41.4,348.6,89.9,1009.8,2.8,16.6,3.8,9.7,Rainy
23.8,61.0,21.0,64.9,100.0,1018.2,7.4,1.8,3.8,15.4,Cloudy
28.7,30.0,10.2,134.4,13.5,1017.4,17.9,0.2,7.7,12.8,Sunny
25.8,39.3,10.0,140.3,53.5,1014.8,5.8,0.2,5.0,14.1,Partly Cloudy
21.1,42.6,20.0,179.8,50.5,1010.0,11.8,0.0,5.6,9.5,Partly Cloudy
13.9,71.0,16.0,82.1,81.6,1000.3,5.4,12.1,2.0,8.1,Rainy
19.4,88.6,35.6,114.5,89.4,991.4,5.2,12.3,1.3,23.1,Thunderstorm
30.2,42.2,4.6,309.8,35.4,1010.9,17.4,1.8,3.9,18.4,Partly Cloudy
17.7,57.9,12.7,167.3,45.5,1014.9,11.0,0.9,7.2,14.7,Partly Cloudy
18.0,79.3,67.9,191.2,93.5,1001.8,2.4,8.9,0.9,16.8,Thunderstorm
17.7,87.9,14.3,94.4,82.9,1010.1,4.1,8.8,1.7,8.8,Rainy
18.3,82.3,17.4,71.8,97.1,999.0,6.1,9.3,2.1,10.6,Rainy
28.6,25.3,6.3,44.4,1.8,1013.4,13.4,0.0,9.1,11.7,Sunny
13.5,96.1,25.8,339.5,89.3,999.0,9.6,20.6,0.9,25.4,Thunderstorm
17.4,77.6,14.4,184.4,79.6,1005.4,6.5,0.4,2.8,11.8,Cloudy
25.4,67.5,18.3,34.7,83.2,1007.6,0.5,3.0,1.9,9.9,Cloudy
26.4,55.9,20.3,92.6,47.3,1011.2,18.7,0.3,6.5,17.4,Partly Cloudy
19.3,58.1,14.3,326.6,64.2,1004.2,4.8,1.6,5.1,13.3,Cloudy
18.2,88.2,36.8,6.4,94.7,985.2,3.2,23.0,2.2,19.0,Thunderstorm
19.6,55.3,19.5,346.7,70.7,1006.7,9.3,3.8,3.1,16.7,Cloudy
16.4,70.4,23.7,170.5,77.3,1014.6,9.9,2.4,3.2,9.2,Cloudy
17.2,77.4,13.3,225.4,80.6,1009.5,7.6,2.1,1.8,14.8,Cloudy
25.2,52.1,17.8,274.8,28.2,1020.4,11.4,0.5,3.9,13.8,Partly Cloudy
21.6,84.2,50.0,68.3,97.3,1004.4,3.2,16.4,1.7,19.3,Thunderstorm
23.3,48.1,12.2,336.1,0.0,1010.8,15.3,0.8,8.5,12.7,Sunny
25.9,65.7,7.4,14.5,35.8,1016.1,9.4,0.8,5.3,18.9,Partly Cloudy
34.5,39.8,11.5,207.0,3.1,1016.5,14.5,0.0,7.9,6.3,Sunny
16.1,80.0,32.1,96.8,79.6,1008.0,6.2,8.9,0.9,15.8,Rainy
39.0,52.3,9.7,248.7,14.8,1011.8,15.9,0.5,12.6,25.7,Sunny
5.3,91.1,3.2,293.3,65.5,1014.3,3.5,0.7,1.3,4.1,Foggy
24.9,46.8,23.1,300.0,14.7,1022.2,15.4,0.0,6.3,16.3,Partly Cloudy
4.1,91.9,7.4,296.1,73.3,1011.8,0.0,1.3,2.5,10.0,Foggy
22.2,58.9,19.4,64.7,57.7,1013.4,7.4,2.6,2.0,10.1,Cloudy
18.9,55.9,30.3,226.3,64.0,1015.1,9.6,4.5,1.1,14.6,Cloudy
26.4,65.7,9.0,133.2,78.9,1002.7,6.6,13.1,1.1,8.7,Rainy
24.5,87.5,62.4,67.3,86.1,1000.7,1.7,5.6,1.5,17.3,Thunderstorm
12.7,78.5,25.1,248.6,85.8,1011.9,5.6,0.0,1.0,18.6,Cloudy
9.1,86.9,4.2,92.9,76.5,1020.3,2.1,0.0,4.5,10.7,Foggy
15.1,60.7,20.5,314.2,62.8,1002.9,7.0,3.0,3.5,13.8,Cloudy
28.7,62.5,20.2,242.6,58.8,1010.2,11.1,1.7,3.7,12.5,Partly Cloudy
13.5,86.1,19.0,92.8,91.2,1003.0,4.8,6.6,2.8,6.3,Rainy
25.1,64.9,11.5,165.9,68.8,1011.6,11.7,4.3,3.2,8.3,Cloudy
31.8,35.6,7.2,92.4,-0.0,1014.9,10.4,0.0,8.2,20.0,Sunny
22.0,84.0,17.3,355.1,85.3,993.4,16.1,4.3,2.7,13.0,Cloudy
24.9,46.8,17.4,113.4,21.9,1024.2,12.9,0.0,8.5,6.2,Sunny
14.3,78.3,34.1,273.1,86.4,1015.7,5.9,12.7,2.4,13.3,Rainy
15.9,79.2,34.9,170.4,87.9,1008.8,7.5,8.0,0.1,8.3,Rainy
28.6,29.5,7.7,67.3,21.5,1017.7,17.8,0.1,10.8,16.1,Sunny
30.0,88.3,13.1,352.1,97.8,1004.8,5.0,7.0,1.1,25.6,Thunderstorm
26.3,41.9,17.4,233.9,65.6,1013.3,11.1,0.7,4.0,11.1,Partly Cloudy
16.0,90.3,39.2,7.1,91.6,1007.9,6.4,12.7,1.5,11.6,Rainy
19.7,60.4,23.4,213.6,99.4,1012.9,6.8,4.4,3.1,13.4,Cloudy
10.7,92.2,3.6,116.8,37.4,1010.4,1.7,0.0,1.7,6.3,Foggy
9.0,88.8,6.6,209.5,64.2,1011.8,2.5,1.7,2.9,6.6,Foggy
17.2,79.1,28.3,120.7,86.6,1005.8,5.7,6.0,0.0,13.6,Rainy
16.7,86.9,40.7,301.1,97.5,1006.8,1.2,8.2,1.7,15.1,Thunderstorm
31.0,35.4,12.9,109.3,0.0,1019.0,17.6,0.0,6.4,8.0,Sunny
14.3,73.0,38.5,261.4,92.0,998.8,4.7,7.7,1.2,12.3,Rainy
22.3,89.4,34.8,137.0,96.5,1004.1,6.0,15.4,1.1,23.3,Thunderstorm
14.5,52.1,25.5,116.1,61.7,1008.6,6.6,3.5,3.9,12.3,Cloudy
17.6,52.2,17.5,133.8,78.6,1008.8,7.5,3.3,3.8,14.8,Cloudy
16.9,61.4,18.8,195.8,98.4,1010.9,7.3,0.4,3.2,16.0,Cloudy
25.5,46.6,12.2,86.2,43.7,1012.4,8.7,0.2,3.8,7.8,Partly Cloudy
35.0,31.9,16.1,124.6,22.9,1016.4,13.5,0.0,10.0,11.7,Sunny
16.6,68.7,17.0,309.2,67.8,1006.8,6.7,0.5,1.5,5.5,Cloudy
10.8,66.6,15.3,297.5,100.0,986.2,9.1,7.7,2.3,8.8,Rainy
15.2,93.4,48.5,100.1,98.1,1007.6,3.8,17.2,0.0,22.5,Thunderstorm
21.2,57.6,15.7,273.9,69.6,1013.9,7.9,0.0,5.1,14.3,Cloudy
35.9,33.6,12.2,125.0,21.4,1015.4,11.8,0.0,9.7,4.3,Sunny
10.0,82.8,16.1,123.0,81.1,1003.5,5.3,6.7,1.8,11.3,Rainy
9.9,89.1,7.8,127.8,63.8,1007.9,2.2,0.6,3.3,12.8,Foggy
24.8,47.9,10.2,67.2,36.3,1011.9,10.1,0.0,3.0,14.2,Partly Cloudy
15.6,92.6,7.2,243.8,64.7,1013.7,3.9,0.3,2.5,12.9,Foggy
8.3,96.0,1.6,244.6,67.4,1006.4,1.6,0.4,0.7,12.3,Foggy
8.1,94.9,6.7,66.4,94.1,1008.8,0.4,1.0,3.4,13.7,Foggy
25.7,58.9,13.6,342.2,39.2,1024.1,8.7,2.8,5.3,13.6,Partly Cloudy
37.3,25.5,15.0,244.1,9.3,1012.8,17.1,0.0,10.2,7.5,Sunny
25.4,45.4,12.4,330.6,36.0,1017.0,11.2,1.4,3.9,14.8,Partly Cloudy
23.0,64.3,15.4,8.0,52.9,1012.0,13.0,0.5,5.7,18.9,Partly Cloudy
15.1,61.5,11.4,303.9,80.8,1017.1,5.2,0.5,3.3,9.3,Cloudy
5.7,85.6,2.9,91.8,93.8,1018.3,1.6,0.5,2.3,9.5,Foggy
31.0,38.9,15.5,335.7,53.7,1007.1,11.2,0.3,5.5,13.3,Partly Cloudy
17.9,88.3,46.3,200.0,90.1,988.9,4.5,22.0,1.0,12.5,Thunderstorm
10.3,96.0,4.4,213.7,65.3,1018.6,1.8,0.0,4.2,3.5,Foggy
17.0,39.0,15.7,57.3,83.7,1011.4,7.2,2.0,4.6,15.8,Cloudy
6.5,91.8,4.5,333.4,61.2,1001.5,1.9,1.0,3.3,9.2,Foggy
11.5,97.0,5.3,345.5,71.2,1012.4,2.3,0.0,1.7,10.7,Foggy
21.3,79.0,46.2,333.4,84.4,992.5,6.9,22.6,1.9,16.2,Thunderstorm
17.7,68.2,17.2,68.1,77.4,1017.8,9.6,0.0,3.4,13.3,Cloudy
19.9,94.1,27.7,35.3,93.6,1002.4,2.4,20.0,2.6,18.0,Thunderstorm
10.6,72.3,17.1,182.8,87.7,1011.9,8.9,7.1,3.4,16.1,Rainy
15.3,75.4,39.1,150.4,84.7,1008.7,3.7,5.3,0.8,10.0,Rainy
25.0,89.4,20.1,300.8,100.0,1005.3,5.7,14.0,0.4,18.1,Thunderstorm
13.4,97.3,4.5,76.7,46.2,1007.2,1.5,0.1,1.1,12.4,Foggy
15.1,76.7,21.1,318.2,87.5,1008.6,5.0,7.1,2.0,13.9,Rainy
37.7,38.5,4.7,168.0,17.5,1017.0,12.7,0.0,7.3,19.8,Sunny
18.9,79.6,20.5,142.6,81.8,1010.4,6.3,5.3,1.8,8.7,Rainy
22.9,53.9,6.0,99.8,28.1,1015.7,11.6,1.3,4.7,16.2,Partly Cloudy
16.1,77.0,35.8,184.7,83.8,1007.9,6.5,8.3,2.8,6.8,Rainy
10.3,87.9,3.5,89.9,100.0,1017.2,1.8,0.9,2.2,10.8,Foggy
27.3,54.7,21.5,174.7,32.0,1013.4,11.2,0.1,4.4,7.1,Partly Cloudy
11.4,81.5,43.7,156.2,91.0,1012.3,3.3,20.7,1.7,16.8,Thunderstorm
15.3,60.4,28.6,37.4,92.6,1014.3,4.9,0.5,1.2,17.2,Rainy
22.5,38.0,11.8,262.4,16.3,1016.4,18.0,0.2,6.1,10.5,Sunny
7.6,85.7,4.4,285.6,93.5,1015.6,3.1,0.0,2.5,13.3,Foggy
15.8,59.3,18.5,286.7,61.9,1008.0,7.1,2.6,2.9,15.4,Cloudy
5.1,93.6,5.6,277.1,71.6,1011.3,1.9,0.7,3.1,9.8,Foggy
24.9,85.7,30.8,113.0,99.2,987.4,4.3,14.3,2.9,14.4,Thunderstorm
18.8,72.4,15.3,169.9,89.5,1008.6,11.1,1.4,3.0,14.3,Cloudy
7.0,89.9,5.4,168.7,87.6,1015.6,4.1,0.1,1.3,9.2,Foggy
24.7,63.1,20.5,85.1,64.7,1008.1,7.9,1.5,2.8,10.0,Cloudy
31.6,35.6,0.6,27.8,1.2,1024.7,12.8,0.0,10.1,12.8,Sunny
13.7,76.1,27.2,123.4,81.8,1009.4,3.5,0.0,1.0,11.3,Rainy
25.3,95.3,30.3,9.6,84.5,1004.6,6.5,2.7,1.9,9.8,Rainy
7.6,95.9,24.8,168.8,83.8,1007.2,5.6,12.2,1.8,11.0,Rainy
18.5,81.5,46.1,184.9,88.9,1001.5,5.7,5.6,2.4,17.6,Thunderstorm
25.3,25.7,12.3,353.4,16.9,1014.8,20.0,0.5,9.6,15.1,Sunny
32.3,48.8,7.1,176.4,0.0,1010.8,16.4,-0.0,5.7,16.5,Sunny
8.8,77.0,3.3,17.0,62.6,1013.8,0.7,0.2,2.5,9.9,Foggy
23.2,40.3,21.0,104.2,30.1,1015.2,12.2,2.5,5.6,3.2,Partly Cloudy
31.9,35.4,9.2,87.5,7.0,1014.7,10.9,0.1,5.2,13.4,Sunny
26.9,64.5,9.7,144.4,82.7,1014.3,8.2,3.3,5.5,18.1,Cloudy
24.1,46.5,20.1,338.0,36.9,1013.0,9.2,1.5,3.2,13.7,Partly Cloudy
18.4,91.1,21.7,328.3,85.1,1016.7,5.7,9.8,1.6,9.3,Rainy
25.1,79.9,54.6,281.9,96.1,1002.0,2.9,24.7,2.4,19.1,Thunderstorm
29.8,48.2,17.2,56.0,41.8,1013.7,10.8,2.3,5.8,13.5,Partly Cloudy
15.3,78.6,2.7,234.2,70.4,1012.0,7.7,1.9,3.8,18.0,Cloudy
31.3,30.0,0.1,350.7,20.1,1011.3,17.6,0.0,7.1,14.4,Sunny
14.3,81.9,14.0,356.2,100.0,994.1,5.8,14.2,0.8,12.5,Rainy
22.1,31.1,11.2,120.9,23.6,1015.9,6.7,1.3,6.5,10.4,Partly Cloudy
33.8,27.1,15.5,268.6,13.4,1019.5,10.5,0.0,8.9,12.0,Sunny
26.8,38.6,17.6,328.6,16.0,1013.1,6.2,0.1,3.1,9.0,Partly Cloudy
21.2,70.2,25.4,82.0,50.8,1023.3,7.5,1.7,3.7,14.6,Cloudy
30.7,80.3,20.9,172.1,49.1,1024.1,14.7,0.1,6.0,11.3,Partly Cloudy
29.3,84.1,56.7,231.9,92.5,986.8,0.3,22.7,2.3,18.8,Thunderstorm
32.1,36.7,11.9,83.3,8.2,1009.8,13.4,0.4,4.2,7.9,Sunny
39.8,38.1,5.8,304.1,13.0,1022.2,12.3,0.0,5.7,16.4,Sunny
25.8,35.8,7.5,7.5,7.7,1014.2,14.7,0.0,7.3,8.5,Sunny
6.9,95.4,5.7,203.5,72.4,1008.7,2.2,0.3,2.7,9.7,Foggy
22.3,82.1,70.6,21.7,94.6,998.6,9.0,17.6,0.0,15.8,Thunderstorm
10.0,93.1,2.6,322.0,74.0,1008.6,1.4,0.5,2.0,12.0,Foggy
18.0,86.8,20.7,229.9,92.1,1010.6,7.4,10.0,1.3,12.5,Rainy
10.4,91.4,2.7,242.1,46.2,1007.6,2.0,0.1,1.8,7.4,Foggy
21.0,63.0,9.6,179.5,42.8,1008.3,6.9,0.0,4.4,19.1,Partly Cloudy
22.3,85.9,53.4,238.6,94.1,1001.6,5.2,12.1,0.0,15.6,Thunderstorm
25.6,48.3,4.5,12.5,12.3,1027.7,17.6,0.0,9.2,15.5,Sunny
22.6,93.3,49.3,255.5,93.2,1010.5,9.9,16.8,1.0,19.8,Thunderstorm
13.9,86.5,25.7,357.0,98.0,997.4,5.4,18.2,0.9,16.4,Rainy
23.6,42.1,2.2,36.7,9.3,1017.1,13.4,0.0,9.8,14.6,Sunny
8.2,92.8,6.4,43.6,83.4,1016.5,4.0,0.2,1.4,8.9,Foggy
9.8,76.4,17.2,104.0,91.0,1001.8,3.4,12.5,3.6,14.9,Rainy
30.1,39.7,14.0,106.7,62.7,1019.2,16.2,0.8,5.1,11.6,Partly Cloudy
29.5,61.6,25.3,264.9,60.5,1010.8,8.1,0.6,6.1,21.3,Partly Cloudy
19.5,60.9,2.5,98.5,39.8,1019.0,11.7,2.2,3.6,19.0,Partly Cloudy
13.2,40.7,15.8,203.5,74.1,1008.5,12.9,3.4,2.8,10.0,Cloudy
14.7,69.9,20.8,70.3,84.1,1005.6,10.4,0.6,2.4,8.7,Cloudy
12.9,89.1,10.1,215.0,88.7,1002.0,9.5,8.2,3.1,13.0,Rainy
14.0,63.4,21.8,145.0,79.6,1022.8,4.8,0.6,3.4,9.1,Cloudy
21.1,72.8,16.2,325.3,69.8,1013.2,5.1,0.7,3.1,13.5,Cloudy
17.7,58.7,22.4,178.6,31.8,1013.2,10.8,0.9,4.5,8.4,Partly Cloudy
33.6,34.4,11.7,185.0,20.6,1018.4,14.2,0.6,10.0,13.8,Sunny
9.1,100.0,4.7,141.6,80.4,1008.2,2.1,0.0,0.7,6.7,Foggy
20.8,45.0,24.2,244.4,44.3,1009.8,13.0,0.7,6.8,13.7,Partly Cloudy
14.8,92.4,33.8,346.6,85.2,1019.3,6.7,10.7,2.8,11.0,Rainy
32.3,23.7,13.8,90.2,27.2,1014.1,14.3,0.2,7.6,12.9,Sunny
12.0,92.1,6.4,40.6,90.9,1015.8,3.5,0.1,3.1,7.1,Foggy
27.2,46.5,6.2,336.6,44.8,1009.8,14.1,2.0,5.4,9.8,Partly Cloudy
18.2,65.7,24.6,204.7,72.7,993.7,5.2,6.9,2.1,10.3,Rainy
16.2,84.1,18.3,328.1,100.0,998.9,4.7,13.6,0.7,13.5,Rainy
17.0,74.5,29.5,61.1,90.0,1012.9,7.6,3.7,2.3,14.5,Rainy
33.5,34.9,10.7,336.2,17.4,1012.6,10.7,0.1,6.9,15.7,Sunny
33.7,60.2,15.5,177.8,0.0,1015.3,11.9,0.0,7.3,9.3,Sunny
22.0,81.9,22.1,202.9,97.8,987.7,1.7,15.6,1.3,8.9,Thunderstorm
32.8,50.0,12.4,113.1,46.8,1011.4,13.9,-0.0,5.3,5.3,Partly Cloudy
25.8,71.4,39.3,266.0,100.0,994.1,7.2,15.6,0.7,14.0,Thunderstorm
23.7,42.3,10.6,79.7,36.1,1013.7,10.0,0.2,4.7,14.7,Partly Cloudy
7.2,91.3,8.0,13.6,92.1,1008.6,0.4,0.0,2.4,8.9,Foggy
14.7,76.7,24.3,133.5,85.7,1000.0,5.7,12.1,2.6,7.3,Rainy
21.4,43.2,12.9,73.5,31.5,1012.1,17.0,0.4,4.0,20.1,Partly Cloudy
28.4,11.2,9.0,258.8,10.2,1021.8,17.4,0.2,10.5,11.5,Sunny
13.2,93.7,2.5,344.4,59.4,1014.2,3.6,-0.0,1.3,9.6,Foggy
25.3,65.2,13.2,296.2,87.2,1021.7,8.9,2.7,3.7,10.3,Cloudy
18.4,84.7,10.0,16.1,97.1,989.5,0.8,17.0,1.5,18.0,Thunderstorm
27.0,48.6,15.1,235.0,55.0,1021.5,10.5,0.3,4.8,11.1,Partly Cloudy
16.2,92.9,34.6,210.4,86.3,998.8,5.5,6.6,2.9,14.0,Rainy
18.9,73.7,12.5,358.5,67.9,1016.7,11.3,1.3,4.1,11.8,Cloudy
24.5,49.3,12.6,73.2,42.6,1017.5,7.1,0.9,5.2,12.8,Partly Cloudy
17.3,62.4,22.5,45.0,74.3,1003.0,10.4,4.3,3.1,16.3,Cloudy
15.2,48.6,20.9,232.4,38.9,1015.3,10.2,0.7,2.0,12.7,Partly Cloudy
13.5,63.2,21.0,106.9,82.6,1006.9,4.7,3.1,3.1,5.9,Cloudy
21.5,98.8,17.8,57.2,95.4,995.8,7.9,7.8,2.4,13.0,Rainy
22.2,36.4,13.9,321.9,39.7,1017.7,12.5,0.7,3.5,19.4,Partly Cloudy
7.6,94.3,3.8,155.8,67.9,1013.4,3.5,0.0,3.2,10.4,Foggy
27.5,84.8,48.9,233.8,95.7,994.6,1.1,30.3,0.6,18.9,Thunderstorm
8.4,91.8,5.6,247.0,73.5,1009.0,1.6,1.1,1.6,8.2,Foggy
9.7,92.9,6.2,357.9,97.3,1013.6,2.2,0.2,2.7,11.1,Foggy
24.4,53.2,9.6,348.4,55.2,1015.0,9.1,0.0,3.9,10.4,Partly Cloudy
16.4,85.1,25.1,251.5,99.7,1018.4,5.5,2.9,2.4,11.6,Rainy
23.7,53.1,19.9,199.8,28.0,1023.4,11.0,3.5,5.0,10.1,Partly Cloudy
8.1,81.7,2.7,242.1,66.6,1012.5,1.0,0.0,1.8,8.0,Foggy
24.1,23.5,6.7,228.0,18.9,1023.4,18.9,0.0,11.5,16.1,Sunny
10.0,53.7,25.6,137.3,78.3,1010.9,11.7,2.8,2.5,11.3,Cloudy
18.5,75.0,22.7,257.5,77.7,1014.5,13.1,3.8,3.5,10.8,Cloudy
26.7,55.3,12.4,304.1,29.9,1009.2,12.8,0.8,8.2,14.1,Partly Cloudy
14.6,80.4,16.3,40.6,79.6,1006.4,13.6,2.6,3.3,11.6,Cloudy
12.6,85.3,7.3,14.8,65.2,1012.0,1.4,0.1,2.0,9.2,Foggy
11.0,92.8,6.0,268.7,53.0,1013.0,2.6,0.5,2.2,10.8,Foggy
3.8,83.6,3.3,354.8,94.6,1010.9,3.8,0.1,3.0,9.1,Foggy
16.5,80.1,26.0,125.8,84.9,1002.1,8.0,10.6,1.6,11.8,Rainy
24.9,59.4,13.5,141.7,26.9,1007.4,11.1,0.9,5.3,14.6,Partly Cloudy
27.6,74.3,20.4,74.0,40.6,1015.5,11.2,0.2,3.4,9.5,Partly Cloudy
24.0,88.4,41.1,147.8,100.0,991.1,5.5,12.2,0.0,19.9,Thunderstorm
12.8,92.0,7.3,254.9,50.1,1013.7,3.5,0.7,1.9,13.4,Foggy
33.6,8.8,9.9,28.1,7.7,1020.2,15.2,0.0,7.4,16.5,Sunny
26.4,89.3,31.8,238.0,89.7,1006.7,6.1,8.4,2.8,12.2,Thunderstorm
22.5,46.3,19.0,46.2,38.9,1011.3,10.6,0.0,4.4,18.7,Partly Cloudy
11.9,83.9,26.8,97.5,95.2,1008.0,8.8,1.9,0.9,14.3,Rainy
17.6,96.1,1.2,102.6,87.5,1009.7,1.2,0.0,0.0,11.2,Foggy
14.2,75.7,13.9,181.7,80.5,1013.0,8.4,3.1,1.3,13.4,Cloudy
24.0,82.4,34.7,319.1,100.0,990.0,1.5,28.5,1.0,12.8,Thunderstorm
15.5,86.1,25.7,207.3,84.0,1003.9,3.0,16.8,1.3,13.6,Rainy
5.3,86.8,4.7,13.4,52.6,1007.4,2.5,0.5,4.7,12.4,Foggy
12.1,98.7,3.2,147.4,62.7,1017.9,3.4,1.2,0.5,13.7,Foggy
9.1,98.0,5.2,189.9,74.1,1001.9,2.5,0.6,1.7,9.5,Foggy
30.0,33.6,11.3,37.6,7.9,1020.4,12.9,0.0,6.9,10.1,Sunny
17.8,98.4,45.7,195.5,100.0,1002.3,6.1,12.4,1.1,15.0,Thunderstorm
14.4,98.6,5.6,218.9,100.0,1006.8,3.0,0.2,1.3,4.9,Foggy
27.9,36.1,4.3,124.6,0.0,1018.8,15.3,0.0,5.9,9.9,Sunny
35.3,47.0,13.3,92.1,4.3,1015.9,12.1,0.0,8.6,15.7,Sunny
16.5,74.4,21.4,218.2,82.6,1004.8,6.7,0.0,3.1,10.5,Rainy
41.6,30.4,14.2,77.6,12.2,1015.3,12.8,0.0,13.6,18.4,Sunny
30.8,45.2,24.5,186.3,44.7,1020.5,12.5,2.7,2.9,20.4,Partly Cloudy
21.4,63.1,6.5,359.7,49.4,1018.2,16.2,2.9,3.2,13.4,Partly Cloudy
9.9,93.0,7.5,354.4,63.4,1013.2,2.4,0.0,2.5,11.2,Foggy
15.5,91.6,7.1,63.1,59.7,1015.3,3.1,0.4,4.0,7.2,Foggy
10.7,91.4,2.1,185.1,77.2,1005.5,1.2,1.2,2.1,17.0,Foggy
7.5,97.9,6.7,344.0,69.8,1011.3,2.3,0.1,1.0,3.4,Foggy
22.7,56.2,8.5,331.6,46.0,1012.4,16.3,0.9,1.4,14.4,Partly Cloudy
18.8,82.9,25.0,196.4,96.8,1006.0,8.5,11.7,2.0,12.4,Rainy
19.0,51.9,13.8,65.9,45.3,1021.1,11.6,0.0,6.6,19.7,Partly Cloudy
21.1,97.4,56.8,158.1,100.0,1008.1,2.5,22.5,1.0,21.1,Thunderstorm
25.1,78.1,23.2,197.7,93.7,1002.7,7.5,3.3,2.1,8.3,Cloudy
30.0,27.0,20.5,130.6,8.6,1022.7,15.8,0.1,9.1,8.0,Sunny
28.3,78.1,29.9,27.6,95.3,982.3,2.6,15.9,1.4,26.7,Thunderstorm
29.7,39.8,10.8,247.2,6.1,1016.8,17.3,0.0,8.1,10.1,Sunny
17.3,59.8,21.4,189.9,71.3,1008.6,5.5,2.0,2.6,13.2,Cloudy
17.2,77.6,28.7,77.1,92.7,999.2,6.4,5.5,1.0,9.9,Rainy
21.0,89.0,61.0,118.0,99.1,996.0,4.1,15.5,1.1,11.0,Thunderstorm
12.7,90.7,8.6,16.3,71.2,1008.3,2.1,0.7,0.4,9.8,Foggy
23.4,57.3,19.4,155.7,66.1,1005.0,12.1,2.0,3.6,17.5,Cloudy
14.2,55.1,23.2,349.1,79.3,1016.7,6.2,2.5,4.0,16.6,Cloudy
18.9,55.7,14.1,310.5,30.6,1012.6,5.8,0.3,2.8,13.3,Partly Cloudy
23.4,93.9,45.3,17.7,92.2,992.4,5.2,23.7,1.9,17.7,Thunderstorm
34.9,42.6,9.5,60.1,8.6,1017.5,16.5,0.6,6.2,10.0,Sunny
19.2,36.1,13.8,224.9,23.6,1018.2,11.8,1.4,4.2,18.6,Partly Cloudy
11.3,90.9,3.7,345.0,73.5,1008.6,0.8,0.4,2.2,8.5,Foggy
25.7,64.7,10.0,80.4,100.0,1016.7,4.8,2.9,1.7,14.2,Cloudy
18.3,71.2,23.8,337.4,80.5,1003.9,9.1,1.7,3.3,10.8,Cloudy
23.2,45.9,17.7,291.9,24.9,1010.1,10.5,1.5,3.1,16.0,Partly Cloudy
13.6,72.9,25.8,135.9,93.1,991.4,8.5,12.0,2.3,11.1,Rainy
18.0,60.4,16.5,295.6,65.0,1019.6,10.3,0.1,4.8,14.0,Partly Cloudy
11.3,93.4,3.9,264.2,55.0,1006.7,1.6,0.5,1.3,12.1,Foggy
24.3,93.8,47.8,300.6,88.5,1005.0,3.0,16.8,0.2,20.5,Thunderstorm
31.8,66.9,15.4,77.5,6.4,1019.2,20.3,0.9,8.1,15.4,Sunny
11.0,83.5,25.8,176.7,96.0,1018.0,2.4,6.0,2.1,7.8,Rainy
23.1,93.1,42.5,344.8,95.1,1008.2,7.5,0.0,0.4,15.0,Rainy
17.7,94.2,47.4,109.6,100.0,992.3,3.8,16.0,1.9,21.6,Thunderstorm
35.8,35.2,8.5,295.8,0.0,1015.0,19.2,0.1,12.4,10.5,Sunny
17.1,64.2,19.7,227.8,78.2,1006.3,7.3,3.2,3.9,13.7,Cloudy
11.2,80.7,4.8,200.0,55.7,1016.2,1.5,0.1,1.2,11.2,Foggy
14.7,91.4,16.0,116.8,91.9,1013.9,5.3,5.1,2.8,7.9,Rainy
25.1,85.6,54.0,251.6,98.2,1005.0,7.4,23.5,1.9,21.6,Thunderstorm
13.2,89.5,67.0,131.9,90.9,995.5,3.6,9.4,2.0,17.5,Thunderstorm
22.1,57.9,15.8,323.4,40.1,1015.2,10.4,0.0,4.2,20.6,Partly Cloudy
17.3,95.2,23.9,244.9,94.5,996.5,4.8,10.6,0.8,16.8,Thunderstorm
11.8,84.3,41.8,106.5,93.8,990.4,3.0,11.9,3.2,21.1,Thunderstorm
15.3,100.0,8.4,299.7,66.6,1009.0,2.4,0.1,2.2,6.2,Foggy
